verification_id,session_id,ai_id,self_assessed_vectors,grounded_vectors,calibration_gaps,grounded_coverage,overall_calibration_score,evidence_count,sources_available,sources_failed,domain,goal_id,created_at
7b776ca5-347d-446e-8bdc-3197eaaac62e,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.9, ""uncertainty"": 0.1, ""context"": 0.95, ""completion"": 0.8}","{""completion"": {""value"": 0.6666666666666666, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.6666666666666666, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.27272727272727276, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": 0.1333, ""do"": -0.1667, ""know"": 0.4, ""signal"": -0.5, ""uncertainty"": -0.1727, ""context"": -0.05}",0.46153846153846156,0.2371,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770394098.0
df2fc8da-7375-4fb4-9be9-e048d4018eda,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.85, ""uncertainty"": 0.15, ""completion"": 0.9, ""context"": 0.9, ""do"": 0.8}","{""completion"": {""value"": 0.6666666666666666, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.6666666666666666, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.27272727272727276, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": 0.2333, ""do"": 0.1333, ""know"": 0.35, ""signal"": -0.5, ""uncertainty"": -0.1227, ""context"": -0.1}",0.46153846153846156,0.2399,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770398588.0
576e6cc2-e269-41d1-897d-527ad39348ff,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""engagement"": 0.9, ""know"": 0.9, ""do"": 0.85, ""context"": 0.9, ""clarity"": 0.85, ""coherence"": 0.9, ""signal"": 0.85, ""density"": 0.8, ""state"": 0.85, ""change"": 0.8, ""completion"": 0.9, ""impact"": 0.9, ""uncertainty"": 0.15}","{""completion"": {""value"": 0.6666666666666666, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.6666666666666666, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.27272727272727276, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": 0.2333, ""do"": 0.1833, ""know"": 0.4, ""signal"": -0.15, ""uncertainty"": -0.1227, ""context"": -0.1}",0.46153846153846156,0.1982,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770402659.0
fd6c4a15-1a42-459d-845a-20b2acb0786c,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.9, ""uncertainty"": 0.1, ""context"": 0.85, ""completion"": 1.0, ""do"": 0.9}","{""completion"": {""value"": 0.6666666666666666, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.6666666666666666, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.27272727272727276, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": 0.3333, ""do"": 0.2333, ""know"": 0.4, ""signal"": -0.5, ""uncertainty"": -0.1727, ""context"": -0.15}",0.46153846153846156,0.2982,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770403677.0
e7642e3d-9982-494a-805d-9c88a1caeade,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""engagement"": 0.85, ""know"": 0.8, ""do"": 0.85, ""context"": 0.75, ""clarity"": 0.8, ""coherence"": 0.8, ""signal"": 0.75, ""density"": 0.7, ""state"": 0.8, ""change"": 0.75, ""completion"": 0.7, ""impact"": 0.75, ""uncertainty"": 0.25}","{""completion"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.7499999999999999, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.09090909090909091, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.1571, ""do"": -0.0071, ""know"": 0.05, ""signal"": -0.25, ""uncertainty"": 0.1591, ""context"": -0.25}",0.46153846153846156,0.1455,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770458777.0
da92e65c-5100-481b-9c5e-667cb371224d,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""engagement"": 0.85, ""know"": 0.85, ""do"": 0.85, ""context"": 0.85, ""clarity"": 0.85, ""coherence"": 0.85, ""signal"": 0.8, ""density"": 0.75, ""state"": 0.85, ""change"": 0.7, ""completion"": 0.8, ""impact"": 0.85, ""uncertainty"": 0.15}","{""completion"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.7499999999999999, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.8333333333333335, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.0571, ""do"": -0.0071, ""know"": 0.1, ""signal"": -0.2, ""uncertainty"": 0.15, ""context"": 0.0167}",0.46153846153846156,0.0885,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770460189.0
a80cdace-a1c2-4824-be73-d8db0984ab16,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.7, ""uncertainty"": 0.3, ""context"": 0.7, ""completion"": 0.5}","{""completion"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.7000000000000001, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.8333333333333335, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.3571, ""do"": -0.3571, ""know"": -0.0, ""signal"": -0.5, ""uncertainty"": 0.3, ""context"": -0.1333}",0.46153846153846156,0.2746,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770463045.0
0519bb03-fc84-432e-8ec2-ff2ded1fdf3b,0cb9c4f0-7618-4a97-a1fa-df2ae83ee3fe,claude-code,"{""know"": 0.7, ""uncertainty"": 0.3, ""context"": 0.7, ""completion"": 0.5}","{""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.09090909090909091, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""know"": 0.2, ""signal"": -0.5, ""uncertainty"": 0.2091, ""context"": -0.3}",0.3076923076923077,0.3023,6,"[""artifacts"", ""sentinel""]",[],,,1770464538.0
12ea1ff0-94d3-4755-93bb-b1a07c6ad5c0,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.7, ""uncertainty"": 0.3, ""context"": 0.7, ""completion"": 0.5}","{""completion"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.7000000000000001, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.8333333333333335, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.3571, ""do"": -0.3571, ""know"": -0.0, ""signal"": -0.5, ""uncertainty"": 0.3, ""context"": -0.1333}",0.46153846153846156,0.2746,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770464729.0
24743efd-b02a-4e2d-b1c7-8445ec1f28e0,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.7, ""uncertainty"": 0.3, ""context"": 0.7, ""completion"": 0.5}","{""completion"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.7000000000000001, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.8333333333333335, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.3571, ""do"": -0.3571, ""know"": -0.0, ""signal"": -0.5, ""uncertainty"": 0.3, ""context"": -0.1333}",0.46153846153846156,0.2746,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770465743.0
4d15218a-1703-4c20-83d2-78023cb3a575,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.7, ""uncertainty"": 0.3, ""context"": 0.7, ""completion"": 0.5}","{""completion"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.7000000000000001, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.9, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.3571, ""do"": -0.3571, ""know"": -0.0, ""signal"": -0.5, ""uncertainty"": 0.3, ""context"": -0.2}",0.46153846153846156,0.2857,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770470095.0
925a1ffb-99c2-4ef6-bfe2-4c2270b0f49e,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.7, ""uncertainty"": 0.3, ""context"": 0.7, ""completion"": 0.5}","{""completion"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.625, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.9230769230769232, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.3571, ""do"": -0.3571, ""know"": 0.075, ""signal"": -0.5, ""uncertainty"": 0.3, ""context"": -0.2231}",0.46153846153846156,0.302,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770473653.0
aa0dd89c-fe44-4b51-a3a4-eb4693642166,ecdaa1d7-2206-4890-a318-abe020397383,claude-code,"{""know"": 0.8, ""uncertainty"": 0.25, ""context"": 0.75, ""completion"": 0.6, ""engagement"": 0.65}","{""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}}","{""signal"": -0.5, ""know"": -0.2, ""uncertainty"": 0.25}",0.23076923076923078,0.3167,3,"[""artifacts""]",[],,,1770483693.0
66bfea50-b02a-4fa3-8715-b5ea4f022ca1,0ac9c0f9-a274-4f47-8a40-7539635dee4b,claude-code,"{""know"": 0.85, ""uncertainty"": 0.15, ""context"": 0.85, ""completion"": 1.0, ""do"": 0.9, ""engagement"": 0.8}","{""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}}","{""signal"": -0.5, ""know"": -0.15, ""uncertainty"": 0.15}",0.23076923076923078,0.2667,3,"[""artifacts""]",[],,,1770484020.0
e247fc95-cb75-42ea-8d2a-fef0c91ec6df,a8de3d60-8903-4961-a84c-003eab949260,claude-code,"{""know"": 0.85, ""uncertainty"": 0.15, ""context"": 0.9, ""completion"": 1.0, ""do"": 0.85, ""engagement"": 0.8}","{""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}}","{""signal"": -0.5, ""know"": -0.15, ""uncertainty"": 0.15}",0.23076923076923078,0.2667,3,"[""artifacts""]",[],,,1770485252.0
a8a5eec4-9efb-4df1-822b-8c232ca51ef5,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.75, ""uncertainty"": 0.25, ""do"": 0.7, ""context"": 0.8, ""clarity"": 0.75, ""coherence"": 0.7, ""signal"": 0.7, ""density"": 0.6, ""state"": 0.7, ""change"": 0.6, ""completion"": 0.7, ""impact"": 0.6, ""engagement"": 0.8}","{""completion"": {""value"": 0.9090909090909092, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.9090909090909092, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.7499999999999999, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.2091, ""do"": -0.2091, ""know"": 0.0, ""signal"": -0.3, ""uncertainty"": 0.25, ""context"": -0.0571}",0.46153846153846156,0.1709,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770485286.0
541221db-6356-4038-b6fb-a3a3bc403cc8,a8de3d60-8903-4961-a84c-003eab949260,claude-code,"{""know"": 0.9, ""uncertainty"": 0.1, ""context"": 0.9, ""completion"": 1.0, ""do"": 0.95, ""engagement"": 0.7}","{""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}}","{""signal"": -0.5, ""know"": -0.1, ""uncertainty"": 0.1}",0.23076923076923078,0.2333,3,"[""artifacts""]",[],,,1770485306.0
0aa6a39f-e8db-4693-b48e-a4be444900ce,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.75, ""uncertainty"": 0.25, ""context"": 0.8, ""completion"": 0.85, ""do"": 0.8, ""clarity"": 0.8, ""coherence"": 0.75, ""signal"": 0.7, ""density"": 0.6, ""state"": 0.8, ""change"": 0.7, ""impact"": 0.7, ""engagement"": 0.8}","{""completion"": {""value"": 0.8666666666666667, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.8666666666666667, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.7499999999999999, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.8571428571428572, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.0167, ""do"": -0.0667, ""know"": 0.0, ""signal"": -0.3, ""uncertainty"": 0.25, ""context"": -0.0571}",0.46153846153846156,0.1151,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770486148.0
1ddff50c-0a4f-4c4f-9692-34b0f3e4f491,2bc1da78-2a28-4745-b75b-f021d563d819,claude-code,"{""know"": 0.7, ""uncertainty"": 0.3, ""context"": 0.7, ""completion"": 0.5}","{""completion"": {""value"": 0.8666666666666667, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.8666666666666667, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.7222222222222222, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.8666666666666667, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.3667, ""do"": -0.3667, ""know"": -0.0222, ""signal"": -0.5, ""uncertainty"": 0.3, ""context"": -0.1667}",0.46153846153846156,0.287,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770486326.0
e8fc4c3f-f68f-46b1-bc1f-69fb88701e01,a8de3d60-8903-4961-a84c-003eab949260,claude-code,"{""know"": 0.85, ""uncertainty"": 0.15, ""context"": 0.85, ""completion"": 0.9, ""do"": 0.85, ""engagement"": 0.8}","{""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}}","{""signal"": -0.5, ""know"": -0.15, ""uncertainty"": 0.15}",0.23076923076923078,0.2667,3,"[""artifacts""]",[],,,1770486798.0
263cc92d-bfb4-4415-bdad-a580462ae3d3,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,"{""engagement"": 0.85, ""know"": 0.8, ""do"": 0.75, ""context"": 0.85, ""clarity"": 0.8, ""coherence"": 0.8, ""signal"": 0.75, ""density"": 0.7, ""state"": 0.85, ""change"": 0.8, ""completion"": 0.7, ""impact"": 0.75, ""uncertainty"": 0.25}","{""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""context"": -0.15}",0.07692307692307693,0.15,1,"[""sentinel""]",[],,,1770488640.0
fa4d01f7-2f7e-4399-b61c-3d8916152a03,f8e28dea-0fec-4f09-98a4-1e4708ee4143,claude-code,"{""engagement"": 0.9, ""know"": 0.85, ""do"": 0.8, ""context"": 0.9, ""clarity"": 0.85, ""coherence"": 0.85, ""signal"": 0.8, ""density"": 0.75, ""state"": 0.9, ""change"": 0.75, ""completion"": 0.85, ""impact"": 0.8, ""uncertainty"": 0.2}","{""know"": {""value"": 0.3333333333333333, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 0.6666666666666666, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.3333333333333333, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""know"": 0.5167, ""signal"": 0.1333, ""uncertainty"": -0.1333, ""context"": -0.1}",0.3076923076923077,0.2208,5,"[""artifacts"", ""sentinel""]",[],,,1770488911.0
55cde487-afab-4389-9289-088e08631193,a8de3d60-8903-4961-a84c-003eab949260,claude-code,"{""know"": 0.8, ""uncertainty"": 0.15, ""completion"": 0.9, ""context"": 0.75, ""do"": 0.85}","{""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}}","{""signal"": -0.5, ""know"": -0.2, ""uncertainty"": 0.15}",0.23076923076923078,0.2833,3,"[""artifacts""]",[],,,1770489195.0
26af5635-efef-46ea-8d81-c64a1a30e495,e1034a88-6f89-4e9c-a1e9-1c46db3a3127,claude-code,"{""know"": 0.85, ""uncertainty"": 0.2, ""context"": 0.85, ""engagement"": 0.85, ""do"": 0.65, ""clarity"": 0.85, ""coherence"": 0.85, ""signal"": 0.8, ""density"": 0.75, ""state"": 0.85, ""change"": 0.6, ""completion"": 0.55, ""impact"": 0.75}","{""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.27272727272727276, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""know"": 0.35, ""signal"": -0.2, ""uncertainty"": -0.0727, ""context"": 0.35}",0.3076923076923077,0.2432,6,"[""artifacts"", ""sentinel""]",[],,,1770489622.0
9d1bdb9e-69e8-4876-8776-effe68c223c4,a8de3d60-8903-4961-a84c-003eab949260,claude-code,"{""know"": 0.85, ""uncertainty"": 0.1, ""completion"": 0.9, ""context"": 0.85, ""do"": 0.8}","{""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""signal"": -0.5, ""know"": -0.15, ""uncertainty"": 0.1, ""context"": -0.15}",0.3076923076923077,0.225,4,"[""artifacts"", ""sentinel""]",[],,,1770489639.0
4bbe5697-00dc-4d7a-8392-5bf4ac2cec8f,a8de3d60-8903-4961-a84c-003eab949260,claude-code,"{""know"": 0.85, ""uncertainty"": 0.2, ""do"": 0.4, ""clarity"": 0.8, ""context"": 0.9, ""completion"": 0.35}","{""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""know"": 0.35, ""signal"": -0.5, ""uncertainty"": 0.2, ""context"": -0.1}",0.3076923076923077,0.2875,5,"[""artifacts"", ""sentinel""]",[],,,1770490331.0
fdfde558-8fd6-4785-a459-018f7681b383,a8de3d60-8903-4961-a84c-003eab949260,claude-code,"{""know"": 0.9, ""uncertainty"": 0.1, ""do"": 0.75, ""clarity"": 0.9, ""context"": 0.95, ""completion"": 0.45}","{""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""know"": 0.4, ""signal"": -0.5, ""uncertainty"": 0.1, ""context"": -0.05}",0.3076923076923077,0.2625,5,"[""artifacts"", ""sentinel""]",[],,,1770490879.0
